Epoch, Train Loss, Valid Loss, Test Loss
1, 0.459891, 0.358147, 0.351624
2, 0.326686, 0.308560, 0.304678
3, 0.294995, 0.276129, 0.273663
4, 0.262916, 0.242804, 0.241081
5, 0.228481, 0.205661, 0.204351
6, 0.190091, 0.165955, 0.165038
7, 0.151025, 0.128284, 0.127624
8, 0.115226, 0.095370, 0.094867
9, 0.084551, 0.068386, 0.067993
10, 0.060058, 0.047770, 0.047462
