Epoch, Train Loss, Valid Loss, Test Loss
1, 0.569883, 0.505416, 0.506009
2, 0.446524, 0.392779, 0.393207
3, 0.341938, 0.294931, 0.295287
4, 0.254098, 0.216369, 0.216662
5, 0.185202, 0.156381, 0.156616
6, 0.134102, 0.112566, 0.112747
7, 0.097423, 0.081088, 0.081222
8, 0.070812, 0.059369, 0.059452
9, 0.051317, 0.043760, 0.043811
10, 0.037334, 0.032267, 0.032294
