Epoch, Train Loss, Valid Loss, Test Loss
1, 0.407894, 0.403437, 0.403208
2, 0.324673, 0.331327, 0.331197
3, 0.292485, 0.284204, 0.284076
4, 0.258806, 0.245798, 0.245371
5, 0.220755, 0.200260, 0.199838
6, 0.179058, 0.156780, 0.156462
7, 0.139205, 0.118227, 0.118048
8, 0.103737, 0.085709, 0.085640
9, 0.074536, 0.060256, 0.060254
10, 0.052132, 0.041167, 0.041261
