Epoch, Train Loss, Valid Loss, Test Loss
1, 0.478712, 0.357695, 0.350527
2, 0.326571, 0.306036, 0.302474
3, 0.292017, 0.273594, 0.271277
4, 0.260950, 0.241759, 0.240280
5, 0.227583, 0.204947, 0.203907
6, 0.189402, 0.165529, 0.164788
7, 0.150731, 0.128441, 0.127897
8, 0.115123, 0.095527, 0.095117
9, 0.084424, 0.068500, 0.068192
10, 0.059892, 0.047655, 0.047411
