Epoch, Train Loss, Valid Loss, Test Loss
1, 0.463189, 0.340478, 0.346259
2, 0.319995, 0.299611, 0.302872
3, 0.288442, 0.269033, 0.271177
4, 0.257450, 0.237336, 0.238891
5, 0.222799, 0.198965, 0.200139
6, 0.183758, 0.160060, 0.160929
7, 0.145473, 0.123168, 0.123796
8, 0.110279, 0.091140, 0.091589
9, 0.080574, 0.065002, 0.065318
10, 0.056881, 0.045119, 0.045332
