Epoch, Train Loss, Valid Loss, Test Loss
1, 0.568341, 0.506996, 0.507679
2, 0.446176, 0.395121, 0.395597
3, 0.341931, 0.298123, 0.298529
4, 0.254063, 0.220054, 0.220368
5, 0.185195, 0.160781, 0.161036
6, 0.137161, 0.118616, 0.118804
7, 0.102364, 0.089074, 0.089190
8, 0.075206, 0.068307, 0.068372
9, 0.055849, 0.051084, 0.051118
10, 0.040949, 0.037110, 0.037129
