Epoch, Train Loss, Valid Loss, Test Loss
1, 0.348008, 0.364651, 0.364453
2, 0.299403, 0.304878, 0.303940
3, 0.268995, 0.255073, 0.254328
4, 0.229865, 0.208370, 0.207785
5, 0.186429, 0.161963, 0.161506
6, 0.143056, 0.119802, 0.119461
7, 0.104742, 0.085038, 0.084796
8, 0.073606, 0.058392, 0.058220
9, 0.050177, 0.039221, 0.039091
10, 0.033644, 0.026166, 0.026060
