Epoch, Train Loss, Valid Loss, Test Loss
1, 0.471506, 0.344691, 0.345319
2, 0.321874, 0.303646, 0.303109
3, 0.291217, 0.273963, 0.273007
4, 0.261066, 0.243270, 0.242169
5, 0.228493, 0.206684, 0.205644
6, 0.190531, 0.167775, 0.166911
7, 0.152545, 0.130952, 0.130309
8, 0.117139, 0.098047, 0.097627
9, 0.086690, 0.070986, 0.070732
10, 0.062034, 0.049723, 0.049594
