Epoch, Train Loss, Valid Loss, Test Loss
1, 0.566170, 0.504885, 0.505540
2, 0.446489, 0.394760, 0.395221
3, 0.343706, 0.298965, 0.299338
4, 0.256791, 0.221603, 0.221902
5, 0.187985, 0.162127, 0.162371
6, 0.138179, 0.119255, 0.119439
7, 0.103027, 0.088821, 0.088943
8, 0.075669, 0.067711, 0.067778
9, 0.056064, 0.050858, 0.050891
10, 0.041265, 0.037238, 0.037256
