Epoch, Train Loss, Valid Loss, Test Loss
1, 0.500997, 0.373174, 0.370359
2, 0.328941, 0.302625, 0.301948
3, 0.291890, 0.278771, 0.277529
4, 0.267898, 0.252395, 0.251101
5, 0.239171, 0.220193, 0.218967
6, 0.205167, 0.183930, 0.182915
7, 0.168490, 0.146722, 0.145941
8, 0.132281, 0.112094, 0.111528
9, 0.099515, 0.082109, 0.081714
10, 0.071908, 0.057968, 0.057718
