Epoch, Train Loss, Valid Loss, Test Loss
1, 0.566841, 0.505162, 0.505643
2, 0.447008, 0.395298, 0.395798
3, 0.344572, 0.297924, 0.298277
4, 0.256778, 0.219232, 0.219523
5, 0.187235, 0.158150, 0.158383
6, 0.135336, 0.113451, 0.113632
7, 0.098019, 0.081458, 0.081581
8, 0.070971, 0.059438, 0.059518
9, 0.051174, 0.043850, 0.043896
10, 0.037063, 0.032272, 0.032299
