Epoch, Train Loss, Valid Loss, Test Loss
1, 0.354028, 0.364559, 0.363220
2, 0.301630, 0.306579, 0.304965
3, 0.273041, 0.262578, 0.261068
4, 0.235732, 0.215971, 0.214697
5, 0.193002, 0.169073, 0.168079
6, 0.149455, 0.126072, 0.125366
7, 0.110114, 0.090073, 0.089616
8, 0.077775, 0.062015, 0.061753
9, 0.053139, 0.041601, 0.041481
10, 0.035664, 0.027739, 0.027711
