Epoch, Train Loss, Valid Loss, Test Loss
1, 0.448579, 0.358543, 0.359810
2, 0.323626, 0.304331, 0.304311
3, 0.289108, 0.270122, 0.269385
4, 0.256292, 0.236533, 0.235618
5, 0.220476, 0.196737, 0.195857
6, 0.180504, 0.156719, 0.155989
7, 0.141801, 0.119745, 0.119207
8, 0.106670, 0.087925, 0.087569
9, 0.077448, 0.062242, 0.062047
10, 0.054418, 0.042950, 0.042868
