Epoch, Train Loss, Valid Loss, Test Loss
1, 0.457937, 0.338560, 0.334325
2, 0.321602, 0.306623, 0.303626
3, 0.294618, 0.278679, 0.276536
4, 0.267298, 0.249693, 0.248276
5, 0.236050, 0.213767, 0.212756
6, 0.198200, 0.174476, 0.173703
7, 0.159229, 0.136222, 0.135629
8, 0.122199, 0.101702, 0.101245
9, 0.089918, 0.073040, 0.072706
10, 0.063669, 0.050579, 0.050307
