Epoch, Train Loss, Valid Loss, Test Loss
1, 0.570943, 0.512233, 0.513029
2, 0.453463, 0.399741, 0.400238
3, 0.348789, 0.301589, 0.301966
4, 0.259463, 0.221280, 0.221595
5, 0.188712, 0.159598, 0.159842
6, 0.136261, 0.114752, 0.114934
7, 0.099156, 0.082994, 0.083126
8, 0.071955, 0.061176, 0.061257
9, 0.052121, 0.045423, 0.045468
10, 0.037903, 0.033453, 0.033474
