Epoch, Train Loss, Valid Loss, Test Loss
1, 0.569938, 0.507330, 0.507928
2, 0.448448, 0.394378, 0.394900
3, 0.343883, 0.296445, 0.296808
4, 0.255669, 0.217463, 0.217753
5, 0.186107, 0.156680, 0.156915
6, 0.134360, 0.112571, 0.112737
7, 0.097089, 0.080631, 0.080758
8, 0.070222, 0.058734, 0.058810
9, 0.050706, 0.043116, 0.043162
10, 0.036734, 0.031795, 0.031817
