Epoch, Train Loss, Valid Loss, Test Loss
1, 0.484863, 0.356538, 0.353539
2, 0.325631, 0.304708, 0.301472
3, 0.291085, 0.272034, 0.269776
4, 0.258762, 0.238895, 0.237554
5, 0.224500, 0.201653, 0.200729
6, 0.186067, 0.162225, 0.161526
7, 0.147512, 0.125369, 0.124841
8, 0.112269, 0.092960, 0.092580
9, 0.082137, 0.066562, 0.066278
10, 0.058187, 0.046199, 0.045976
