Epoch, Train Loss, Valid Loss, Test Loss
1, 0.410397, 0.423647, 0.415683
2, 0.327078, 0.343033, 0.335794
3, 0.294546, 0.298789, 0.293531
4, 0.261214, 0.253897, 0.250221
5, 0.222838, 0.205752, 0.203173
6, 0.181043, 0.162026, 0.160267
7, 0.140815, 0.121664, 0.120367
8, 0.104763, 0.088049, 0.087150
9, 0.075161, 0.061881, 0.061192
10, 0.052253, 0.042046, 0.041489
