Epoch, Train Loss, Valid Loss, Test Loss
1, 0.482287, 0.351863, 0.353362
2, 0.324482, 0.302896, 0.302763
3, 0.290076, 0.271738, 0.270848
4, 0.258340, 0.239618, 0.238580
5, 0.224413, 0.202453, 0.201476
6, 0.186051, 0.162971, 0.162141
7, 0.147561, 0.126032, 0.125398
8, 0.112423, 0.093471, 0.093058
9, 0.082316, 0.066907, 0.066658
10, 0.058282, 0.046416, 0.046291
