Epoch, Train Loss, Valid Loss, Test Loss
1, 0.576372, 0.517110, 0.517957
2, 0.457507, 0.403059, 0.403553
3, 0.352080, 0.303577, 0.303938
4, 0.262105, 0.222645, 0.222948
5, 0.190707, 0.159947, 0.160186
6, 0.137265, 0.114076, 0.114258
7, 0.098490, 0.081026, 0.081164
8, 0.070612, 0.057905, 0.057997
9, 0.050523, 0.041850, 0.041908
10, 0.036227, 0.030382, 0.030418
