Epoch, Train Loss, Valid Loss, Test Loss
1, 0.573258, 0.510197, 0.510720
2, 0.450662, 0.395544, 0.396051
3, 0.344298, 0.295994, 0.296371
4, 0.255123, 0.216281, 0.216577
5, 0.185065, 0.155330, 0.155564
6, 0.133174, 0.110919, 0.111097
7, 0.095864, 0.079048, 0.079174
8, 0.069083, 0.057106, 0.057189
9, 0.049640, 0.041521, 0.041574
10, 0.035823, 0.030390, 0.030416
