Epoch, Train Loss, Valid Loss, Test Loss
1, 0.462180, 0.343871, 0.344993
2, 0.323177, 0.303890, 0.303222
3, 0.290679, 0.273728, 0.272799
4, 0.260815, 0.242053, 0.240962
5, 0.226551, 0.204028, 0.203029
6, 0.187571, 0.164308, 0.163455
7, 0.148743, 0.126751, 0.126115
8, 0.112903, 0.093708, 0.093284
9, 0.082379, 0.066724, 0.066474
10, 0.058002, 0.046039, 0.045913
