Epoch, Train Loss, Valid Loss, Test Loss
1, 0.466703, 0.346442, 0.343205
2, 0.322072, 0.303591, 0.300475
3, 0.290115, 0.271443, 0.269505
4, 0.258528, 0.238645, 0.237337
5, 0.223707, 0.200150, 0.199155
6, 0.184178, 0.159982, 0.159209
7, 0.144955, 0.122715, 0.122117
8, 0.109443, 0.090225, 0.089756
9, 0.079379, 0.064088, 0.063729
10, 0.055756, 0.044196, 0.043902
