Epoch, Train Loss, Valid Loss, Test Loss
1, 0.573974, 0.513944, 0.514552
2, 0.454621, 0.402746, 0.403336
3, 0.352072, 0.305542, 0.305931
4, 0.263650, 0.225973, 0.226294
5, 0.193460, 0.163891, 0.164143
6, 0.140644, 0.118324, 0.118517
7, 0.102389, 0.085399, 0.085534
8, 0.074542, 0.062285, 0.062377
9, 0.053935, 0.045914, 0.045969
10, 0.039124, 0.033728, 0.033757
