Epoch, Train Loss, Valid Loss, Test Loss
1, 0.439725, 0.358335, 0.351606
2, 0.323472, 0.304481, 0.300882
3, 0.289039, 0.269944, 0.267725
4, 0.256137, 0.234443, 0.232956
5, 0.218917, 0.194024, 0.192904
6, 0.178166, 0.153313, 0.152515
7, 0.138662, 0.116091, 0.115489
8, 0.103388, 0.084208, 0.083748
9, 0.074122, 0.059065, 0.058719
10, 0.051528, 0.040289, 0.040017
