Epoch, Train Loss, Valid Loss, Test Loss
1, 0.318644, 0.138953, 0.139421
2, 0.061944, 0.026375, 0.026206
3, 0.010786, 0.007237, 0.007046
4, 0.003669, 0.005016, 0.004842
5, 0.002897, 0.004702, 0.004522
6, 0.002814, 0.004555, 0.004371
7, 0.002806, 0.004388, 0.004228
8, 0.002800, 0.004178, 0.004026
9, 0.002800, 0.003927, 0.003793
10, 0.002782, 0.003694, 0.003561
