Epoch, Train Loss, Valid Loss, Test Loss
1, 0.446656, 0.342030, 0.336390
2, 0.320780, 0.304373, 0.301964
3, 0.294704, 0.280141, 0.278772
4, 0.269021, 0.249318, 0.248320
5, 0.235436, 0.211952, 0.211175
6, 0.196424, 0.171216, 0.170623
7, 0.155736, 0.131715, 0.131289
8, 0.117626, 0.096336, 0.096004
9, 0.084738, 0.067627, 0.067386
10, 0.058700, 0.045689, 0.045511
