Epoch, Train Loss, Valid Loss, Test Loss
1, 0.411291, 0.389501, 0.385000
2, 0.325754, 0.320609, 0.316482
3, 0.293695, 0.285694, 0.282730
4, 0.262248, 0.248107, 0.246083
5, 0.225467, 0.204899, 0.203588
6, 0.184576, 0.162389, 0.161407
7, 0.144549, 0.124419, 0.123667
8, 0.108351, 0.091401, 0.090893
9, 0.078165, 0.064308, 0.063923
10, 0.054542, 0.044769, 0.044475
