Epoch, Train Loss, Valid Loss, Test Loss
1, 0.430848, 0.339515, 0.339915
2, 0.321218, 0.306020, 0.304997
3, 0.296595, 0.284674, 0.283422
4, 0.272932, 0.255228, 0.253910
5, 0.240602, 0.218787, 0.217557
6, 0.202508, 0.178355, 0.177397
7, 0.161806, 0.138214, 0.137521
8, 0.123202, 0.101999, 0.101540
9, 0.089460, 0.071883, 0.071597
10, 0.062328, 0.048848, 0.048701
