Epoch, Train Loss, Valid Loss, Test Loss
1, 0.482068, 0.347627, 0.341869
2, 0.320572, 0.301142, 0.297518
3, 0.288548, 0.272679, 0.270380
4, 0.260509, 0.241707, 0.240226
5, 0.227801, 0.205975, 0.204893
6, 0.190959, 0.167990, 0.167183
7, 0.153253, 0.131259, 0.130623
8, 0.117927, 0.098493, 0.098009
9, 0.087211, 0.071188, 0.070809
10, 0.062308, 0.049954, 0.049660
