Epoch, Train Loss, Valid Loss, Test Loss
1, 0.475478, 0.351193, 0.351243
2, 0.324836, 0.303465, 0.303026
3, 0.289744, 0.271950, 0.270993
4, 0.258710, 0.239355, 0.238326
5, 0.223617, 0.200904, 0.199967
6, 0.184512, 0.161245, 0.160464
7, 0.145767, 0.123962, 0.123394
8, 0.110324, 0.091374, 0.091016
9, 0.080298, 0.064961, 0.064762
10, 0.056495, 0.044824, 0.044733
