Epoch, Train Loss, Valid Loss, Test Loss
1, 0.568357, 0.508134, 0.508768
2, 0.449142, 0.395812, 0.396274
3, 0.344806, 0.298613, 0.298988
4, 0.256743, 0.219431, 0.219733
5, 0.187264, 0.158886, 0.159122
6, 0.135934, 0.114741, 0.114926
7, 0.099414, 0.083434, 0.083558
8, 0.072540, 0.061843, 0.061922
9, 0.052755, 0.046103, 0.046144
10, 0.038518, 0.033970, 0.033989
