Epoch, Train Loss, Valid Loss, Test Loss
1, 0.469935, 0.345320, 0.344081
2, 0.322904, 0.301472, 0.301152
3, 0.292101, 0.271096, 0.270945
4, 0.261411, 0.239662, 0.239531
5, 0.227189, 0.201573, 0.201436
6, 0.188021, 0.162627, 0.162492
7, 0.149302, 0.125614, 0.125494
8, 0.113531, 0.093202, 0.093108
9, 0.083101, 0.066690, 0.066611
10, 0.058807, 0.046356, 0.046291
