Epoch, Train Loss, Valid Loss, Test Loss
1, 0.469297, 0.350630, 0.348923
2, 0.324592, 0.303194, 0.303119
3, 0.289896, 0.272237, 0.271347
4, 0.258617, 0.239366, 0.238238
5, 0.223829, 0.201363, 0.200334
6, 0.185015, 0.161784, 0.160934
7, 0.146401, 0.124682, 0.124058
8, 0.111194, 0.092349, 0.091923
9, 0.081285, 0.066041, 0.065777
10, 0.057557, 0.045897, 0.045755
