Epoch, Train Loss, Valid Loss, Test Loss
1, 0.568429, 0.506979, 0.507683
2, 0.448525, 0.395101, 0.395590
3, 0.344607, 0.296730, 0.297092
4, 0.255942, 0.217813, 0.218115
5, 0.186128, 0.156762, 0.156995
6, 0.134091, 0.112142, 0.112326
7, 0.096727, 0.080235, 0.080368
8, 0.069845, 0.058278, 0.058365
9, 0.050347, 0.042754, 0.042808
10, 0.036429, 0.031457, 0.031487
