Epoch, Train Loss, Valid Loss, Test Loss
1, 0.327740, 0.353885, 0.353566
2, 0.297851, 0.295163, 0.294388
3, 0.264331, 0.247096, 0.245838
4, 0.221541, 0.198540, 0.197480
5, 0.176350, 0.151970, 0.151133
6, 0.133349, 0.110892, 0.110301
7, 0.096332, 0.077750, 0.077371
8, 0.067201, 0.052984, 0.052771
9, 0.045787, 0.035558, 0.035456
10, 0.030956, 0.023907, 0.023878
