Epoch, Train Loss, Valid Loss, Test Loss
1, 0.331520, 0.325317, 0.326283
2, 0.119951, 0.092153, 0.091826
3, 0.019803, 0.031772, 0.031294
4, 0.004356, 0.024563, 0.024120
5, 0.003144, 0.022339, 0.021930
6, 0.003081, 0.019895, 0.019457
7, 0.003039, 0.018985, 0.018610
8, 0.003030, 0.016261, 0.015901
9, 0.002993, 0.014941, 0.014600
10, 0.002967, 0.012958, 0.012654
