Epoch, Train Loss, Valid Loss, Test Loss
1, 0.461289, 0.542076, 0.543723
2, 0.401153, 0.476050, 0.478364
3, 0.354188, 0.420394, 0.423230
4, 0.318652, 0.372593, 0.375856
5, 0.291164, 0.333407, 0.337279
6, 0.268790, 0.307688, 0.311763
7, 0.252753, 0.286348, 0.290445
8, 0.237894, 0.267891, 0.271938
9, 0.223391, 0.249976, 0.253670
10, 0.208115, 0.232803, 0.236110
11, 0.192812, 0.216518, 0.219479
12, 0.177818, 0.200959, 0.203552
13, 0.163241, 0.186549, 0.188794
14, 0.149617, 0.173037, 0.174998
15, 0.137081, 0.159829, 0.161561
16, 0.125319, 0.146950, 0.148498
17, 0.114301, 0.134389, 0.135788
18, 0.103930, 0.121946, 0.123224
19, 0.093984, 0.109684, 0.110865
20, 0.084417, 0.097865, 0.098967
21, 0.075364, 0.086747, 0.087788
22, 0.066939, 0.076540, 0.077529
23, 0.059213, 0.067368, 0.068305
24, 0.052236, 0.059289, 0.060165
25, 0.046047, 0.052231, 0.053040
26, 0.040623, 0.046065, 0.046810
27, 0.035866, 0.040689, 0.041374
28, 0.031700, 0.036025, 0.036659
29, 0.028059, 0.031979, 0.032566
30, 0.024881, 0.028425, 0.028972
31, 0.022127, 0.025254, 0.025764
32, 0.019668, 0.022427, 0.022903
33, 0.017533, 0.019967, 0.020412
34, 0.015662, 0.017856, 0.018273
35, 0.014057, 0.016064, 0.016456
36, 0.012693, 0.014537, 0.014908
37, 0.011528, 0.013239, 0.013592
38, 0.010547, 0.012127, 0.012467
39, 0.009707, 0.011164, 0.011491
40, 0.008976, 0.010314, 0.010631
41, 0.008320, 0.009556, 0.009862
42, 0.007752, 0.008850, 0.009147
43, 0.007225, 0.008204, 0.008491
44, 0.006750, 0.007623, 0.007900
45, 0.006323, 0.007106, 0.007371
46, 0.005933, 0.006647, 0.006902
47, 0.005595, 0.006232, 0.006479
48, 0.005288, 0.005856, 0.006095
49, 0.005020, 0.005519, 0.005752
50, 0.004784, 0.005224, 0.005451
51, 0.004577, 0.004976, 0.005196
52, 0.004387, 0.004761, 0.004974
53, 0.004213, 0.004569, 0.004774
54, 0.004063, 0.004387, 0.004584
55, 0.003925, 0.004222, 0.004412
56, 0.003798, 0.004074, 0.004257
57, 0.003686, 0.003942, 0.004120
58, 0.003585, 0.003834, 0.004006
59, 0.003503, 0.003742, 0.003908
60, 0.003433, 0.003661, 0.003823
61, 0.003367, 0.003585, 0.003742
62, 0.003308, 0.003509, 0.003663
63, 0.003261, 0.003444, 0.003593
64, 0.003218, 0.003381, 0.003526
65, 0.003173, 0.003332, 0.003473
66, 0.003131, 0.003284, 0.003420
67, 0.003086, 0.003244, 0.003376
68, 0.003066, 0.003199, 0.003327
69, 0.003030, 0.003158, 0.003281
70, 0.003010, 0.003123, 0.003243
71, 0.002976, 0.003100, 0.003217
72, 0.002952, 0.003076, 0.003189
73, 0.002937, 0.003050, 0.003160
74, 0.002917, 0.003025, 0.003133
75, 0.002902, 0.003002, 0.003107
76, 0.002880, 0.002982, 0.003084
77, 0.002871, 0.002963, 0.003063
78, 0.002856, 0.002951, 0.003048
79, 0.002843, 0.002937, 0.003030
80, 0.002826, 0.002922, 0.003013
81, 0.002817, 0.002906, 0.002994
82, 0.002808, 0.002891, 0.002977
83, 0.002800, 0.002883, 0.002967
84, 0.002787, 0.002882, 0.002963
85, 0.002785, 0.002871, 0.002949
86, 0.002772, 0.002861, 0.002937
87, 0.002764, 0.002850, 0.002923
88, 0.002757, 0.002839, 0.002911
89, 0.002751, 0.002833, 0.002903
90, 0.002750, 0.002824, 0.002892
91, 0.002735, 0.002815, 0.002881
92, 0.002735, 0.002813, 0.002876
93, 0.002735, 0.002814, 0.002874
94, 0.002724, 0.002808, 0.002865
95, 0.002718, 0.002799, 0.002855
96, 0.002707, 0.002792, 0.002846
97, 0.002708, 0.002785, 0.002838
98, 0.002703, 0.002779, 0.002830
99, 0.002693, 0.002781, 0.002830
100, 0.002694, 0.002782, 0.002829
101, 0.002689, 0.002779, 0.002825
102, 0.002679, 0.002771, 0.002816
103, 0.002680, 0.002762, 0.002806
104, 0.002678, 0.002759, 0.002800
105, 0.002671, 0.002762, 0.002801
106, 0.002666, 0.002764, 0.002802
107, 0.002667, 0.002759, 0.002796
108, 0.002658, 0.002751, 0.002787
109, 0.002653, 0.002743, 0.002778
110, 0.002653, 0.002743, 0.002776
111, 0.002651, 0.002747, 0.002778
112, 0.002652, 0.002743, 0.002773
113, 0.002644, 0.002737, 0.002766
114, 0.002641, 0.002732, 0.002760
115, 0.002644, 0.002731, 0.002759
116, 0.002627, 0.002731, 0.002758
117, 0.002628, 0.002727, 0.002753
118, 0.002624, 0.002723, 0.002748
119, 0.002624, 0.002723, 0.002747
120, 0.002623, 0.002723, 0.002746
121, 0.002616, 0.002721, 0.002743
122, 0.002617, 0.002717, 0.002738
123, 0.002616, 0.002716, 0.002735
124, 0.002612, 0.002714, 0.002732
125, 0.002611, 0.002715, 0.002732
126, 0.002606, 0.002712, 0.002729
127, 0.002603, 0.002701, 0.002718
128, 0.002604, 0.002699, 0.002715
129, 0.002602, 0.002702, 0.002716
130, 0.002596, 0.002709, 0.002721
131, 0.002595, 0.002706, 0.002717
132, 0.002587, 0.002699, 0.002710
133, 0.002584, 0.002693, 0.002705
134, 0.002581, 0.002694, 0.002704
135, 0.002576, 0.002694, 0.002704
136, 0.002579, 0.002692, 0.002701
137, 0.002579, 0.002692, 0.002700
138, 0.002572, 0.002691, 0.002698
139, 0.002570, 0.002691, 0.002697
140, 0.002564, 0.002685, 0.002691
141, 0.002560, 0.002682, 0.002687
142, 0.002557, 0.002680, 0.002685
143, 0.002554, 0.002682, 0.002687
144, 0.002555, 0.002682, 0.002687
145, 0.002550, 0.002684, 0.002687
146, 0.002546, 0.002680, 0.002683
147, 0.002548, 0.002676, 0.002678
148, 0.002539, 0.002672, 0.002673
149, 0.002549, 0.002669, 0.002671
150, 0.002539, 0.002668, 0.002670
151, 0.002535, 0.002671, 0.002671
152, 0.002536, 0.002669, 0.002668
153, 0.002526, 0.002669, 0.002667
154, 0.002534, 0.002666, 0.002664
155, 0.002527, 0.002665, 0.002663
156, 0.002524, 0.002663, 0.002661
157, 0.002522, 0.002664, 0.002661
158, 0.002519, 0.002662, 0.002657
159, 0.002517, 0.002665, 0.002660
160, 0.002516, 0.002658, 0.002653
161, 0.002514, 0.002659, 0.002654
162, 0.002506, 0.002656, 0.002650
163, 0.002510, 0.002655, 0.002649
164, 0.002506, 0.002651, 0.002644
165, 0.002500, 0.002652, 0.002645
166, 0.002504, 0.002652, 0.002644
167, 0.002494, 0.002655, 0.002647
168, 0.002497, 0.002651, 0.002643
169, 0.002491, 0.002649, 0.002641
170, 0.002497, 0.002647, 0.002637
171, 0.002492, 0.002647, 0.002637
172, 0.002488, 0.002642, 0.002632
173, 0.002481, 0.002642, 0.002632
174, 0.002484, 0.002641, 0.002632
175, 0.002480, 0.002642, 0.002631
176, 0.002480, 0.002639, 0.002629
177, 0.002472, 0.002638, 0.002628
178, 0.002475, 0.002637, 0.002627
