Epoch, Train Loss, Valid Loss, Test Loss
1, 0.507297, 0.352915, 0.343821
2, 0.319466, 0.296600, 0.295033
3, 0.286989, 0.270138, 0.269216
4, 0.257840, 0.237117, 0.236327
5, 0.223073, 0.200351, 0.199700
6, 0.184934, 0.160889, 0.160383
7, 0.145601, 0.122802, 0.122414
8, 0.109378, 0.089713, 0.089415
9, 0.078750, 0.063068, 0.062845
10, 0.054746, 0.043104, 0.042939
