Epoch, Train Loss, Valid Loss, Test Loss
1, 0.564755, 0.503374, 0.504334
2, 0.444894, 0.392956, 0.393490
3, 0.342188, 0.296588, 0.296988
4, 0.255087, 0.218719, 0.219054
5, 0.186534, 0.158977, 0.159231
6, 0.135857, 0.115342, 0.115546
7, 0.099916, 0.084236, 0.084376
8, 0.073209, 0.062807, 0.062896
9, 0.053468, 0.046940, 0.046991
10, 0.039185, 0.034762, 0.034790
