Epoch, Train Loss, Valid Loss, Test Loss
1, 0.466230, 0.346287, 0.340777
2, 0.322550, 0.302450, 0.299263
3, 0.288768, 0.270098, 0.268118
4, 0.257246, 0.237507, 0.236177
5, 0.222537, 0.199241, 0.198272
6, 0.183651, 0.160231, 0.159488
7, 0.145563, 0.123686, 0.123135
8, 0.110708, 0.091859, 0.091443
9, 0.081098, 0.065811, 0.065498
10, 0.057420, 0.045739, 0.045491
