Epoch, Train Loss, Valid Loss, Test Loss
1, 0.571965, 0.510316, 0.508791
2, 0.450938, 0.398248, 0.396918
3, 0.347809, 0.300744, 0.299668
4, 0.260026, 0.222078, 0.221230
5, 0.190633, 0.160809, 0.160168
6, 0.138347, 0.115720, 0.115277
7, 0.100105, 0.083187, 0.082918
8, 0.072445, 0.060031, 0.059907
9, 0.052379, 0.043871, 0.043868
10, 0.037905, 0.032132, 0.032210
