Epoch, Train Loss, Valid Loss, Test Loss
1, 0.328832, 0.369332, 0.368287
2, 0.298287, 0.301033, 0.299623
3, 0.263686, 0.248508, 0.247644
4, 0.220724, 0.197853, 0.197214
5, 0.175218, 0.150404, 0.149943
6, 0.132214, 0.109374, 0.109018
7, 0.095359, 0.076610, 0.076340
8, 0.066453, 0.052173, 0.051965
9, 0.045217, 0.035012, 0.034843
10, 0.030564, 0.023621, 0.023484
